Suburb,Uni/Tertiary Education,Income,Buy Price,Rent Price,Professionals,Combined Schools,Primary Schools,Secondary Schools,Total Schools,Trains,Trams,Buses,Total Stations,Shops,Theaters,Parks,Total Entertainments,Mean
Mount Buller,99.93050729673384,50.21541546001337,49.965876104839616,99.90884229717412,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,94.06571976566475
Falls Creek,30.437804030576785,98.65671641791045,49.965876104839616,99.81768459434822,3.7526059763724806,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,87.16451615793255
Flinders,99.93050729673384,50.21541546001337,99.76798143851508,99.72652689152234,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,24.878387769284227,25.712300208478112,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,88.20392348991878
Sawmill Settlement,99.93050729673384,50.21541546001337,30.162412993039446,99.63536918869644,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,92.88472351741312
Portsea,99.93050729673384,50.21541546001337,99.92266047950503,99.54421148587056,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,16.40027797081306,17.303683113273106,99.93050729673384,99.93050729673384,0.5559416261292527,5.142460041695617,75.787630773214
Neerim South,99.93050729673384,50.21541546001337,26.604795050270692,99.45305378304467,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,92.66472743809425
Toorak,3.8220986796386414,2.0895522388059695,99.61330239752513,99.36189608021878,2.154273801250872,0.2779708130646319,99.93050729673384,99.93050729673384,1.8068102849200796,12.508686587908269,0.6949270326615742,14.940931202223762,7.505211952744961,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,49.66815910890386
Balnarring Beach,99.93050729673384,50.21541546001337,98.45320959010054,99.27073837739289,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,96.88038032834002
Seaspray,99.93050729673384,50.21541546001337,16.163959783449343,99.179580674567,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,24.878387769284227,25.712300208478112,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,83.25386655627048
Buln Buln,99.93050729673384,50.21541546001337,53.28692962103635,99.08842297174111,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,99.93050729673384,94.21281589453321
